"seller_id","month_date","monthly_revenue","cumulative_revenue"
"28f10b1c5e5abb9d4857745bede6147c","2018-08-01","372.90","1185.42"
"28fb0829fd777877cdc350d25cb5bd5b","2017-10-01","193.96","193.96"
"28fb0829fd777877cdc350d25cb5bd5b","2017-11-01","127.92","321.88"
"293dee954235e4e4e43f129313625ebe","2017-10-01","76.63","76.63"
"293dee954235e4e4e43f129313625ebe","2017-12-01","156.53","233.16"
"293dee954235e4e4e43f129313625ebe","2018-01-01","532.05","765.21"
"2953ce3a88f5e3c3b696d77fc9e4c8eb","2017-10-01","50.1","50.1"
"2953ce3a88f5e3c3b696d77fc9e4c8eb","2018-02-01","88.50","138.60"
"2953ce3a88f5e3c3b696d77fc9e4c8eb","2018-03-01","48.1","186.70"
"2953ce3a88f5e3c3b696d77fc9e4c8eb","2018-04-01","118.02","304.72"
"2953ce3a88f5e3c3b696d77fc9e4c8eb","2018-08-01","326.60","631.32"
"296729ffb9b684050dd24836dac4494a","2018-05-01","72.1","72.1"
"296729ffb9b684050dd24836dac4494a","2018-08-01","77.51","149.61"
"297d5eccd19fa9a83b2630071ff105e4","2018-07-01","253.95","253.95"
"297d5eccd19fa9a83b2630071ff105e4","2018-08-01","722.78","976.73"
"299c89a525fee36c567f4fe72f038100","2018-08-01","242.67","242.67"
"29c322e3f09f886f8bacbe91dfbd979e","2018-08-01","105.57","105.57"
"29e6e05b65f93bc224c644319dc52ecf","2018-06-01","117.69","117.69"
"29e6e05b65f93bc224c644319dc52ecf","2018-07-01","298.56","416.25"
"29e6e05b65f93bc224c644319dc52ecf","2018-08-01","142.67","558.92"
"29fe9f200d3fa0c668d2aa1ec7e08dfb","2017-06-01","188.12","188.12"
"29fe9f200d3fa0c668d2aa1ec7e08dfb","2017-07-01","114.36","302.48"
"29fe9f200d3fa0c668d2aa1ec7e08dfb","2017-08-01","105.84","408.32"
"29fe9f200d3fa0c668d2aa1ec7e08dfb","2017-09-01","105.84","514.16"
"2a1348e9addc1af5aaa619b1a3679d6b","2017-01-01","600.59","600.59"
"2a1348e9addc1af5aaa619b1a3679d6b","2017-02-01","965.72","1566.31"
"2a1348e9addc1af5aaa619b1a3679d6b","2017-03-01","423.27","1989.58"
"2a1348e9addc1af5aaa619b1a3679d6b","2017-05-01","263.00","2252.58"
"2a1348e9addc1af5aaa619b1a3679d6b","2017-06-01","49.0","2301.58"
"2a1348e9addc1af5aaa619b1a3679d6b","2017-07-01","220.56","2522.14"
"2a1348e9addc1af5aaa619b1a3679d6b","2017-08-01","113.05","2635.19"
"2a1348e9addc1af5aaa619b1a3679d6b","2017-09-01","69.03","2704.22"
"2a1348e9addc1af5aaa619b1a3679d6b","2017-10-01","168.67","2872.89"
"2a1348e9addc1af5aaa619b1a3679d6b","2017-11-01","24.38","2897.27"
"2a1348e9addc1af5aaa619b1a3679d6b","2017-12-01","126.03","3023.30"
"2a1348e9addc1af5aaa619b1a3679d6b","2018-03-01","158.71","3182.01"
"2a1348e9addc1af5aaa619b1a3679d6b","2018-04-01","126.94","3308.95"
"2a1348e9addc1af5aaa619b1a3679d6b","2018-06-01","68.03","3376.98"
"2a1348e9addc1af5aaa619b1a3679d6b","2018-08-01","47.79","3424.77"
"2a167ca73899c85001a837d8fb4962f6","2018-07-01","4197.62","4197.62"
"2a261b5b644fa05f4f2700eb93544f2c","2017-10-01","150.00","150.00"
"2a261b5b644fa05f4f2700eb93544f2c","2017-11-01","272.71","422.71"
"2a261b5b644fa05f4f2700eb93544f2c","2017-12-01","135.46","558.17"
"2a261b5b644fa05f4f2700eb93544f2c","2018-01-01","304.72","862.89"
"2a261b5b644fa05f4f2700eb93544f2c","2018-02-01","789.46","1652.35"
"2a261b5b644fa05f4f2700eb93544f2c","2018-03-01","1714.17","3366.52"
"2a261b5b644fa05f4f2700eb93544f2c","2018-04-01","915.47","4281.99"
"2a261b5b644fa05f4f2700eb93544f2c","2018-05-01","712.72","4994.71"
"2a261b5b644fa05f4f2700eb93544f2c","2018-06-01","1113.90","6108.61"
"2a261b5b644fa05f4f2700eb93544f2c","2018-07-01","729.35","6837.96"
"2a261b5b644fa05f4f2700eb93544f2c","2018-08-01","234.57","7072.53"
"2a50b7ee5aebecc6fd0ff9784a4747d6","2017-11-01","264.24","264.24"
"2a5b78b41cd05baeac8df54c6606b92c","2017-07-01","299.43","299.43"
"2a5b78b41cd05baeac8df54c6606b92c","2017-08-01","346.49","645.92"
"2a5b78b41cd05baeac8df54c6606b92c","2017-09-01","152.48","798.40"
"2a5b78b41cd05baeac8df54c6606b92c","2017-10-01","344.62","1143.02"
"2a5b78b41cd05baeac8df54c6606b92c","2017-11-01","83.09","1226.11"
"2a5b78b41cd05baeac8df54c6606b92c","2017-12-01","385.41","1611.52"
"2a5b78b41cd05baeac8df54c6606b92c","2018-01-01","965.52","2577.04"
"2a5b78b41cd05baeac8df54c6606b92c","2018-02-01","3063.36","5640.40"
"2a5b78b41cd05baeac8df54c6606b92c","2018-03-01","340.07","5980.47"
"2a5b78b41cd05baeac8df54c6606b92c","2018-04-01","67.22","6047.69"
"2a5b78b41cd05baeac8df54c6606b92c","2018-05-01","4447.15","10494.84"
"2a5b78b41cd05baeac8df54c6606b92c","2018-06-01","4403.14","14897.98"
"2a5b78b41cd05baeac8df54c6606b92c","2018-07-01","1307.15","16205.13"
"2a5b78b41cd05baeac8df54c6606b92c","2018-08-01","370.34","16575.47"
"2a61c271b1ac763450d846849783e922","2017-09-01","46.84","46.84"
"2a61c271b1ac763450d846849783e922","2017-11-01","737.46","784.30"
"2a61c271b1ac763450d846849783e922","2017-12-01","115.05","899.35"
"2a61c271b1ac763450d846849783e922","2018-01-01","785.66","1685.01"
"2a61c271b1ac763450d846849783e922","2018-02-01","284.03","1969.04"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2017-03-01","169.13","169.13"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2017-08-01","157.45","326.58"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2017-09-01","157.45","484.03"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2017-10-01","115.2","599.23"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2017-11-01","88.2","687.43"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2017-12-01","133.0","820.43"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2018-01-01","238.54","1058.97"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2018-02-01","368.49","1427.46"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2018-03-01","262.92","1690.38"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2018-04-01","238.23","1928.61"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2018-05-01","74.33","2002.94"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2018-06-01","237.61","2240.55"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","2018-07-01","24.73","2265.28"
"2a73cba571d90c694b7caca072ccf6ce","2018-07-01","381.48","381.48"
"2a7c6c0b0d5efde2bf75ec1e1cec2d41","2017-11-01","64.69","64.69"
"2a7c6c0b0d5efde2bf75ec1e1cec2d41","2017-12-01","127.35","192.04"
"2a7dc43cecabf23403078e2188437d1d","2017-11-01","1528.12","1528.12"
"2a7dc43cecabf23403078e2188437d1d","2017-12-01","918.48","2446.60"
"2a7dc43cecabf23403078e2188437d1d","2018-01-01","711.50","3158.10"
"2a7dc43cecabf23403078e2188437d1d","2018-02-01","878.26","4036.36"
"2a7dc43cecabf23403078e2188437d1d","2018-03-01","123.42","4159.78"
"2a7dc43cecabf23403078e2188437d1d","2018-04-01","486.45","4646.23"
"2a7dc43cecabf23403078e2188437d1d","2018-05-01","468.71","5114.94"
"2a7dc43cecabf23403078e2188437d1d","2018-06-01","46.29","5161.23"
"2a84855fd20af891be03bc5924d2b453","2017-12-01","260.26","260.26"
"2a84855fd20af891be03bc5924d2b453","2018-01-01","3636.67","3896.93"
"2a84855fd20af891be03bc5924d2b453","2018-02-01","1944.89","5841.82"
"2a84855fd20af891be03bc5924d2b453","2018-03-01","1534.16","7375.98"
"2a84855fd20af891be03bc5924d2b453","2018-04-01","2364.24","9740.22"
"2a84855fd20af891be03bc5924d2b453","2018-05-01","2946.28","12686.50"
"2a84855fd20af891be03bc5924d2b453","2018-06-01","1987.65","14674.15"
"2a84855fd20af891be03bc5924d2b453","2018-07-01","777.85","15452.00"
"2a84855fd20af891be03bc5924d2b453","2018-08-01","1305.80","16757.80"
"2aa3443d7bf9d9bb11133f420d75e083","2017-11-01","120.84","120.84"
"2aa3443d7bf9d9bb11133f420d75e083","2018-01-01","396.21","517.05"
"2aa3443d7bf9d9bb11133f420d75e083","2018-02-01","188.09","705.14"
"2aa3443d7bf9d9bb11133f420d75e083","2018-07-01","38.45","743.59"
"2aa3443d7bf9d9bb11133f420d75e083","2018-08-01","37.53","781.12"
"2aafae69bf4c41fbd94053d9413e87ee","2018-05-01","77.34","77.34"
"2aafae69bf4c41fbd94053d9413e87ee","2018-07-01","46.53","123.87"
"2addf05f476d0637864454e93ba673d5","2017-08-01","329.58","329.58"
"2addf05f476d0637864454e93ba673d5","2017-09-01","816.01","1145.59"
"2addf05f476d0637864454e93ba673d5","2017-10-01","1280.64","2426.23"
"2addf05f476d0637864454e93ba673d5","2017-11-01","453.8","2880.03"
"2addf05f476d0637864454e93ba673d5","2017-12-01","555.73","3435.76"
"2addf05f476d0637864454e93ba673d5","2018-01-01","235.74","3671.50"
"2addf05f476d0637864454e93ba673d5","2018-02-01","978.97","4650.47"
"2addf05f476d0637864454e93ba673d5","2018-03-01","227.17","4877.64"
"2b03ac196f5ed62ac483960fe0fa3b65","2017-11-01","339.46","339.46"
"2b03ac196f5ed62ac483960fe0fa3b65","2017-12-01","201.36","540.82"
"2b03ac196f5ed62ac483960fe0fa3b65","2018-01-01","293.9","834.72"
"2b1a40c1daabc6ca280c4b815c101841","2017-01-01","372.64","372.64"
"2b1a40c1daabc6ca280c4b815c101841","2017-02-01","1639.96","2012.60"
"2b1a40c1daabc6ca280c4b815c101841","2017-03-01","893.62","2906.22"
"2b1a40c1daabc6ca280c4b815c101841","2017-04-01","817.90","3724.12"
"2b1a40c1daabc6ca280c4b815c101841","2017-05-01","239.39","3963.51"
"2b1a40c1daabc6ca280c4b815c101841","2017-06-01","743.56","4707.07"
"2b1a40c1daabc6ca280c4b815c101841","2017-08-01","3303.46","8010.53"
"2b1a40c1daabc6ca280c4b815c101841","2017-09-01","285.85","8296.38"
"2b1a40c1daabc6ca280c4b815c101841","2017-10-01","2019.50","10315.88"
"2b1a40c1daabc6ca280c4b815c101841","2018-01-01","926.98","11242.86"
"2b1a40c1daabc6ca280c4b815c101841","2018-02-01","1383.16","12626.02"
"2b1a40c1daabc6ca280c4b815c101841","2018-03-01","413.47","13039.49"
"2b1a40c1daabc6ca280c4b815c101841","2018-06-01","1136.25","14175.74"
"2b2fed75b8e5ea3a052fc4c0825da485","2017-04-01","199.54","199.54"
"2b2fed75b8e5ea3a052fc4c0825da485","2017-07-01","371.29","570.83"
"2b3b9ce054da76a7428df143a567b156","2018-06-01","54.37","54.37"
"2b3b9ce054da76a7428df143a567b156","2018-07-01","168.80","223.17"
"2b3b9ce054da76a7428df143a567b156","2018-08-01","140.11","363.28"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2017-05-01","6164.09","6164.09"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2017-06-01","5100.08","11264.17"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2017-07-01","277.02","11541.19"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2017-08-01","2535.61","14076.80"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2017-09-01","2257.01","16333.81"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2017-10-01","1366.90","17700.71"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2017-11-01","208.64","17909.35"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2018-01-01","133.52","18042.87"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2018-02-01","62.71","18105.58"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2018-03-01","1392.04","19497.62"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2018-04-01","70.84","19568.46"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2018-05-01","336.04","19904.50"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2018-06-01","1245.89","21150.39"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","2018-07-01","2026.96","23177.35"
"2b402d5dc42554061f8ea98d1916f148","2018-04-01","363.79","363.79"
"2b5ed0c9139dae8883a200dfcb272ece","2017-04-01","30.40","30.40"
"2b5ed0c9139dae8883a200dfcb272ece","2017-07-01","44.21","74.61"
"2b5ed0c9139dae8883a200dfcb272ece","2017-11-01","70.14","144.75"
"2ba91c7ad80ff88b23b7db823b43c233","2018-04-01","357.81","357.81"
"2ba91c7ad80ff88b23b7db823b43c233","2018-05-01","259.02","616.83"
"2ba91c7ad80ff88b23b7db823b43c233","2018-06-01","167.4","784.23"
"2ba91c7ad80ff88b23b7db823b43c233","2018-08-01","56.1","840.33"
"2bd05d410a8fd26dc4184a15f4f2f588","2017-01-01","40.95","40.95"
"2bd05d410a8fd26dc4184a15f4f2f588","2017-02-01","39.11","80.06"
"2bd05d410a8fd26dc4184a15f4f2f588","2017-03-01","1155.56","1235.62"
"2bd05d410a8fd26dc4184a15f4f2f588","2017-05-01","83.02","1318.64"
"2bd05d410a8fd26dc4184a15f4f2f588","2017-10-01","129.50","1448.14"
"2bdb95a56a36ebbc6640337ac5eac174","2017-01-01","107.9","107.9"
"2be17df1c49978426251562096c3cc09","2017-01-01","345.68","345.68"
"2be17df1c49978426251562096c3cc09","2017-02-01","154.14","499.82"
"2be17df1c49978426251562096c3cc09","2017-03-01","313.46","813.28"
"2be17df1c49978426251562096c3cc09","2017-04-01","153.04","966.32"
"2be17df1c49978426251562096c3cc09","2017-06-01","101.06","1067.38"
"2be17df1c49978426251562096c3cc09","2017-07-01","147.67","1215.05"
"2be17df1c49978426251562096c3cc09","2017-08-01","157.32","1372.37"
"2be17df1c49978426251562096c3cc09","2017-09-01","310.35","1682.72"
"2be17df1c49978426251562096c3cc09","2017-10-01","327.81","2010.53"
"2be17df1c49978426251562096c3cc09","2017-12-01","311.26","2321.79"
"2be17df1c49978426251562096c3cc09","2018-06-01","155.76","2477.55"
"2bf28e311bba65237358230cabac3f15","2018-04-01","48.43","48.43"
"2bf28e311bba65237358230cabac3f15","2018-05-01","66.0","114.43"
"2bf28e311bba65237358230cabac3f15","2018-07-01","174.40","288.83"
"2bf28e311bba65237358230cabac3f15","2018-08-01","122.93","411.76"
"2bf6a2c1e71bbd29a4ad64e6d3c3629f","2017-11-01","12363.66","12363.66"
"2bf6a2c1e71bbd29a4ad64e6d3c3629f","2017-12-01","6451.04","18814.70"
"2bf6a2c1e71bbd29a4ad64e6d3c3629f","2018-01-01","6389.36","25204.06"
"2bf6a2c1e71bbd29a4ad64e6d3c3629f","2018-03-01","8778.29","33982.35"
"2bf6a2c1e71bbd29a4ad64e6d3c3629f","2018-04-01","3499.78","37482.13"
"2bf6a2c1e71bbd29a4ad64e6d3c3629f","2018-05-01","5571.08","43053.21"
"2bf6a2c1e71bbd29a4ad64e6d3c3629f","2018-06-01","4061.17","47114.38"
"2bf6a2c1e71bbd29a4ad64e6d3c3629f","2018-08-01","4515.11","51629.49"
"2c00c85d30361cd2ced2969cffbbffa3","2018-04-01","57.51","57.51"
"2c2c9832d1bb38c5b0034a3b47d313ee","2018-07-01","68.35","68.35"
"2c3d56f92f360fb89d849b84e8f50eae","2017-10-01","106.42","106.42"
"2c3d56f92f360fb89d849b84e8f50eae","2017-11-01","171.02","277.44"
"2c3d56f92f360fb89d849b84e8f50eae","2018-01-01","53.58","331.02"
"2c3d56f92f360fb89d849b84e8f50eae","2018-03-01","160.62","491.64"
"2c43fb513632d29b3b58df74816f1b06","2018-06-01","227.76","227.76"
"2c43fb513632d29b3b58df74816f1b06","2018-07-01","702.41","930.17"
"2c4c47cb51acd5ea5db5e0ae0e26542a","2017-09-01","432.32","432.32"
"2c4c47cb51acd5ea5db5e0ae0e26542a","2017-10-01","165.79","598.11"
"2c4c47cb51acd5ea5db5e0ae0e26542a","2017-11-01","206.74","804.85"
"2c4c47cb51acd5ea5db5e0ae0e26542a","2017-12-01","209.20","1014.05"
"2c4c47cb51acd5ea5db5e0ae0e26542a","2018-01-01","427.09","1441.14"
"2c4c47cb51acd5ea5db5e0ae0e26542a","2018-03-01","209.20","1650.34"
"2c4c47cb51acd5ea5db5e0ae0e26542a","2018-05-01","226.44","1876.78"
"2c4c47cb51acd5ea5db5e0ae0e26542a","2018-06-01","564.04","2440.82"
"2c4c47cb51acd5ea5db5e0ae0e26542a","2018-07-01","476.55","2917.37"
"2c538755f1ca9540af144f266e70df6c","2018-05-01","359.91","359.91"
"2c54051840f19eca309a5423cf22df36","2017-12-01","26.45","26.45"
"2c54051840f19eca309a5423cf22df36","2018-04-01","25.82","52.27"
"2c9005d8043aff18b8557ffb7b13cda4","2018-05-01","129.64","129.64"
"2c9e548be18521d1c43cde1c582c6de8","2017-10-01","431.00","431.00"
"2c9e548be18521d1c43cde1c582c6de8","2017-11-01","325.64","756.64"
"2c9e548be18521d1c43cde1c582c6de8","2017-12-01","879.88","1636.52"
"2c9e548be18521d1c43cde1c582c6de8","2018-01-01","671.73","2308.25"
"2c9e548be18521d1c43cde1c582c6de8","2018-02-01","954.74","3262.99"
"2c9e548be18521d1c43cde1c582c6de8","2018-03-01","1736.40","4999.39"
"2c9e548be18521d1c43cde1c582c6de8","2018-04-01","1382.58","6381.97"
"2c9e548be18521d1c43cde1c582c6de8","2018-05-01","558.66","6940.63"
"2c9e548be18521d1c43cde1c582c6de8","2018-06-01","956.50","7897.13"
"2c9e548be18521d1c43cde1c582c6de8","2018-07-01","150.93","8048.06"
"2c9e548be18521d1c43cde1c582c6de8","2018-08-01","343.25","8391.31"
"2cb4700db635baa1c0d4f90ed27b6669","2017-03-01","228.72","228.72"
"2cb6eb1b7185064167657fa09f541105","2018-02-01","365.60","365.60"
"2cb6eb1b7185064167657fa09f541105","2018-04-01","437.36","802.96"
"2cb6eb1b7185064167657fa09f541105","2018-05-01","259.03","1061.99"
"2cb6eb1b7185064167657fa09f541105","2018-06-01","287.0","1348.99"
"2cb6eb1b7185064167657fa09f541105","2018-08-01","33.69","1382.68"
"2cb98e27ce1c18abdb42209b34c382a7","2018-06-01","119.70","119.70"
"2d20f1cd18725c91147da0791d498022","2018-08-01","119.69","119.69"
"2d22fc3089eb907b29ebff50581fb472","2018-04-01","377.39","377.39"
"2d2322d842118867781fc737e96d59a1","2018-06-01","85.01","85.01"
"2d2322d842118867781fc737e96d59a1","2018-07-01","28.08","113.09"
"2d2322d842118867781fc737e96d59a1","2018-08-01","140.25","253.34"
"2d2c62bef4c8ba0dd74e0e228e808539","2017-11-01","479.47","479.47"
"2d2c62bef4c8ba0dd74e0e228e808539","2018-01-01","107.17","586.64"
"2d2c62bef4c8ba0dd74e0e228e808539","2018-03-01","435.81","1022.45"
"2d2c62bef4c8ba0dd74e0e228e808539","2018-04-01","395.2","1417.65"
"2d2c62bef4c8ba0dd74e0e228e808539","2018-05-01","370.85","1788.50"
"2d2c62bef4c8ba0dd74e0e228e808539","2018-06-01","340.82","2129.32"
"2d2c62bef4c8ba0dd74e0e228e808539","2018-07-01","364.19","2493.51"
"2d2c62bef4c8ba0dd74e0e228e808539","2018-08-01","1736.97","4230.48"
"2d34636518ba88f5349b732fcf8ba2e4","2018-04-01","168.63","168.63"
"2d378dbb39815785238c0139c7647fb7","2017-04-01","612.01","612.01"
"2d378dbb39815785238c0139c7647fb7","2017-05-01","842.43","1454.44"
"2d42ebcda99fd55f6f4bc2f1ca035d50","2018-06-01","476.16","476.16"
"2d42ebcda99fd55f6f4bc2f1ca035d50","2018-07-01","546.26","1022.42"
"2d42ebcda99fd55f6f4bc2f1ca035d50","2018-08-01","181.55","1203.97"
"2d50d6282f8aa2257819a77bfaa0efe0","2017-08-01","61.69","61.69"
"2d50d6282f8aa2257819a77bfaa0efe0","2017-09-01","404.07","465.76"
"2d50d6282f8aa2257819a77bfaa0efe0","2017-10-01","742.47","1208.23"
"2d50d6282f8aa2257819a77bfaa0efe0","2017-11-01","391.07","1599.30"
"2d50d6282f8aa2257819a77bfaa0efe0","2017-12-01","233.03","1832.33"
"2d50d6282f8aa2257819a77bfaa0efe0","2018-01-01","281.92","2114.25"
"2d50d6282f8aa2257819a77bfaa0efe0","2018-02-01","61.85","2176.10"
"2d50d6282f8aa2257819a77bfaa0efe0","2018-03-01","544.90","2721.00"
"2d50d6282f8aa2257819a77bfaa0efe0","2018-05-01","119.92","2840.92"
"2d50d6282f8aa2257819a77bfaa0efe0","2018-06-01","537.60","3378.52"
"2d50d6282f8aa2257819a77bfaa0efe0","2018-08-01","160.41","3538.93"
"2d518637f53161b973e01f56ea4bb88e","2018-04-01","205.59","205.59"
"2d518637f53161b973e01f56ea4bb88e","2018-05-01","612.50","818.09"
"2d518637f53161b973e01f56ea4bb88e","2018-06-01","577.62","1395.71"
"2d518637f53161b973e01f56ea4bb88e","2018-07-01","143.99","1539.70"
"2d8cfba3fcd3170555941605edaa196a","2017-03-01","55.96","55.96"
"2d9e8987a2ea5cf88dce330249043ff1","2018-08-01","344.17","344.17"
"2dcf93836ae3ce0d7c93e2f10876467a","2018-06-01","68.35","68.35"
"2dcf93836ae3ce0d7c93e2f10876467a","2018-07-01","1089.02","1157.37"
"2dcf93836ae3ce0d7c93e2f10876467a","2018-08-01","465.07","1622.44"
"2dd1fb6f0e42a2243b8a01e40cd41216","2017-02-01","191.50","191.50"
"2dd1fb6f0e42a2243b8a01e40cd41216","2017-04-01","575.82","767.32"
"2dee2ce60de9709b1a24083217181a1f","2017-07-01","70.82","70.82"
"2dee2ce60de9709b1a24083217181a1f","2017-10-01","4272.25","4343.07"
"2dee2ce60de9709b1a24083217181a1f","2017-11-01","2514.50","6857.57"
"2dee2ce60de9709b1a24083217181a1f","2017-12-01","1091.43","7949.00"
"2dee2ce60de9709b1a24083217181a1f","2018-01-01","583.36","8532.36"
"2dee2ce60de9709b1a24083217181a1f","2018-03-01","202.56","8734.92"
"2dee2ce60de9709b1a24083217181a1f","2018-06-01","1109.64","9844.56"
"2e0dba2da448400b1c11d7b4b22f32a4","2017-02-01","39.31","39.31"
"2e0dba2da448400b1c11d7b4b22f32a4","2017-03-01","131.55","170.86"
"2e0dba2da448400b1c11d7b4b22f32a4","2017-04-01","76.59","247.45"
"2e0dba2da448400b1c11d7b4b22f32a4","2017-05-01","160.25","407.70"
"2e13c71026e1a39ba5cc1b86dcb679aa","2017-12-01","211.82","211.82"
"2e13c71026e1a39ba5cc1b86dcb679aa","2018-01-01","164.27","376.09"
"2e13c71026e1a39ba5cc1b86dcb679aa","2018-02-01","170.31","546.40"
"2e13c71026e1a39ba5cc1b86dcb679aa","2018-03-01","836.36","1382.76"
"2e13c71026e1a39ba5cc1b86dcb679aa","2018-04-01","994.23","2376.99"
"2e13c71026e1a39ba5cc1b86dcb679aa","2018-05-01","638.15","3015.14"
"2e13c71026e1a39ba5cc1b86dcb679aa","2018-06-01","433.66","3448.80"
"2e13c71026e1a39ba5cc1b86dcb679aa","2018-07-01","98.41","3547.21"
"2e13c71026e1a39ba5cc1b86dcb679aa","2018-08-01","662.12","4209.33"
"2e1a7d075abe038c1b2743005fe42ff1","2017-08-01","87.62","87.62"
"2e1a7d075abe038c1b2743005fe42ff1","2017-09-01","82.61","170.23"
"2e1a7d075abe038c1b2743005fe42ff1","2017-11-01","572.56","742.79"
"2e1a7d075abe038c1b2743005fe42ff1","2018-01-01","234.47","977.26"
"2e1a7d075abe038c1b2743005fe42ff1","2018-02-01","454.63","1431.89"
"2e1a7d075abe038c1b2743005fe42ff1","2018-04-01","173.61","1605.50"
"2e1a7d075abe038c1b2743005fe42ff1","2018-05-01","106.19","1711.69"
"2e1c9f22be269ef4643f826c9e650a52","2017-07-01","302.42","302.42"
"2e1c9f22be269ef4643f826c9e650a52","2017-08-01","1192.65","1495.07"
"2e1c9f22be269ef4643f826c9e650a52","2017-09-01","995.52","2490.59"
"2e1c9f22be269ef4643f826c9e650a52","2017-10-01","942.79","3433.38"
"2e1c9f22be269ef4643f826c9e650a52","2017-11-01","1904.15","5337.53"
"2e1c9f22be269ef4643f826c9e650a52","2017-12-01","837.30","6174.83"
"2e1c9f22be269ef4643f826c9e650a52","2018-01-01","715.18","6890.01"
"2e1c9f22be269ef4643f826c9e650a52","2018-02-01","1189.24","8079.25"
"2e1c9f22be269ef4643f826c9e650a52","2018-03-01","1178.88","9258.13"
"2e1c9f22be269ef4643f826c9e650a52","2018-04-01","2692.66","11950.79"
"2e1c9f22be269ef4643f826c9e650a52","2018-05-01","1253.13","13203.92"
"2e1c9f22be269ef4643f826c9e650a52","2018-06-01","383.93","13587.85"
"2e1c9f22be269ef4643f826c9e650a52","2018-07-01","428.87","14016.72"
"2e1c9f22be269ef4643f826c9e650a52","2018-08-01","474.80","14491.52"
"2e3be8a987a30d7544dbbda6861cc14e","2017-02-01","568.61","568.61"
"2e3be8a987a30d7544dbbda6861cc14e","2017-03-01","125.97","694.58"
"2e3be8a987a30d7544dbbda6861cc14e","2017-05-01","136.01","830.59"
"2e3be8a987a30d7544dbbda6861cc14e","2017-07-01","112.94","943.53"
"2e3be8a987a30d7544dbbda6861cc14e","2017-08-01","138.41","1081.94"
"2e3be8a987a30d7544dbbda6861cc14e","2017-09-01","136.60","1218.54"
"2e3be8a987a30d7544dbbda6861cc14e","2017-10-01","155.37","1373.91"
"2e3be8a987a30d7544dbbda6861cc14e","2017-11-01","115.45","1489.36"
"2e3be8a987a30d7544dbbda6861cc14e","2018-04-01","437.34","1926.70"
"2e3be8a987a30d7544dbbda6861cc14e","2018-05-01","591.54","2518.24"
"2e3be8a987a30d7544dbbda6861cc14e","2018-07-01","115.79","2634.03"
"2e7ea2aafec5835e781b21d6d1faf1f1","2018-07-01","81.78","81.78"
"2e7ea2aafec5835e781b21d6d1faf1f1","2018-08-01","564.84","646.62"
"2e90cb1677d35cfe24eef47d441b7c87","2017-03-01","501.49","501.49"
"2e90cb1677d35cfe24eef47d441b7c87","2017-04-01","711.09","1212.58"
"2e90cb1677d35cfe24eef47d441b7c87","2017-05-01","826.54","2039.12"
"2e90cb1677d35cfe24eef47d441b7c87","2017-06-01","992.98","3032.10"
"2e90cb1677d35cfe24eef47d441b7c87","2017-07-01","266.81","3298.91"
"2e90cb1677d35cfe24eef47d441b7c87","2017-08-01","148.54","3447.45"
"2e90cb1677d35cfe24eef47d441b7c87","2017-09-01","474.30","3921.75"
"2e90cb1677d35cfe24eef47d441b7c87","2017-11-01","699.83","4621.58"
"2e90cb1677d35cfe24eef47d441b7c87","2017-12-01","547.82","5169.40"
"2e90cb1677d35cfe24eef47d441b7c87","2018-01-01","2660.52","7829.92"
"2e90cb1677d35cfe24eef47d441b7c87","2018-02-01","1519.06","9348.98"
"2e90cb1677d35cfe24eef47d441b7c87","2018-03-01","1288.18","10637.16"
"2e90cb1677d35cfe24eef47d441b7c87","2018-04-01","1495.90","12133.06"
"2e90cb1677d35cfe24eef47d441b7c87","2018-05-01","1601.22","13734.28"
"2e90cb1677d35cfe24eef47d441b7c87","2018-06-01","1473.53","15207.81"
"2e90cb1677d35cfe24eef47d441b7c87","2018-07-01","351.97","15559.78"
"2e90cb1677d35cfe24eef47d441b7c87","2018-08-01","876.87","16436.65"
"2ea0861cc19e94cad86438c984c52da4","2018-05-01","109.07","109.07"
